PO ID,PO Date,Supplier ID,Category ID,Business Unit,Contract ID,Qty Ordered,Unit Price,Total Amount,Cycle Time (Days),Actual Delivery,Requested Delivery,On Time?,Delivery Variance (Days),Defect Rate (%),Payment Terms (Days),PO Status
PO-01055,03/05/2021,SUP-016,CAT-15,BU-01,,229,$507.56,"$116,232.02",36,04/22/2021,04/10/2021,0,12,9.69%,90,Completed
PO-01056,02/26/2021,SUP-024,CAT-03,BU-07,,154,$139.80,"$21,529.17",19,03/30/2021,03/17/2021,0,13,3.13%,30,Pending
PO-01057,02/26/2021,SUP-002,CAT-14,BU-02,CON-0110,71,"$174,799.59","$12,410,771.00",7,03/21/2021,03/05/2021,0,16,2.40%,30,Completed
PO-01058,08/16/2021,SUP-062,CAT-02,BU-08,,322,$319.13,"$102,760.63",24,09/12/2021,09/09/2021,0,3,2.02%,60,Pending
PO-01059,05/17/2021,SUP-019,CAT-12,BU-02,,321,"$6,151.60","$1,974,664.38",14,05/30/2021,05/31/2021,1,-1,2.81%,90,Completed
PO-01060,01/14/2021,SUP-008,CAT-14,BU-07,,99,"$5,199.06","$514,706.99",28,02/10/2021,02/11/2021,1,-1,3.74%,60,Completed
PO-01061,10/28/2021,SUP-029,CAT-09,BU-03,CON-0079,387,$577.00,"$223,298.59",12,11/08/2021,11/09/2021,1,-1,1.49%,30,Pending
PO-01062,12/20/2021,SUP-004,CAT-07,BU-07,,75,$635.53,"$47,664.43",27,01/15/2022,01/16/2022,1,-1,3.75%,60,Completed
PO-01063,12/26/2021,SUP-044,CAT-12,BU-05,,438,$423.60,"$185,535.80",22,01/17/2022,01/17/2022,1,0,6.30%,60,Completed
PO-01064,08/19/2021,SUP-072,CAT-02,BU-03,,176,$361.78,"$63,674.09",32,09/17/2021,09/20/2021,1,-3,6.02%,60,Completed
PO-01065,11/09/2021,SUP-037,CAT-07,BU-04,,290,"$1,254.27","$363,737.17",5,11/13/2021,11/14/2021,1,-1,0.58%,90,Completed
PO-01066,02/22/2021,SUP-053,CAT-01,BU-05,,394,"$2,224.63","$876,503.82",34,04/02/2021,03/28/2021,0,5,12.63%,30,Completed
PO-01067,07/07/2021,SUP-047,CAT-09,BU-06,,61,"$1,984.36","$121,045.70",30,08/05/2021,08/06/2021,1,-1,5.47%,90,Completed
PO-01068,09/26/2021,SUP-044,CAT-14,BU-03,CON-0110,368,"$1,613.45","$593,748.00",15,10/26/2021,10/11/2021,0,15,4.76%,60,Pending
PO-01069,01/20/2021,SUP-010,CAT-13,BU-05,,202,"$9,938.11","$2,007,497.70",2,01/21/2021,01/22/2021,1,-1,2.78%,90,Completed
PO-01070,02/18/2021,SUP-075,CAT-14,BU-05,CON-0110,251,"$12,523.14","$3,143,309.09",26,03/16/2021,03/16/2021,1,0,3.71%,90,Pending
PO-01071,10/06/2021,SUP-016,CAT-10,BU-06,CON-0037,275,$725.64,"$199,551.50",23,10/26/2021,10/29/2021,1,-3,14.11%,90,Completed
PO-01072,09/07/2021,SUP-006,CAT-06,BU-01,,142,"$7,598.99","$1,079,057.09",24,09/29/2021,10/01/2021,1,-2,5.65%,90,Completed
PO-01073,06/25/2021,SUP-035,CAT-14,BU-06,CON-0033,391,$213.00,"$83,283.40",14,07/09/2021,07/09/2021,1,0,2.42%,30,Completed
PO-01074,06/06/2021,SUP-012,CAT-06,BU-05,CON-0029,114,"$3,311.25","$377,482.61",5,06/09/2021,06/11/2021,1,-2,2.68%,60,Completed
PO-01075,06/09/2021,SUP-014,CAT-14,BU-01,,308,"$1,614.66","$497,316.64",15,06/22/2021,06/24/2021,1,-2,0.70%,90,Completed
PO-01076,04/14/2021,SUP-057,CAT-02,BU-08,,385,"$1,159.21","$446,296.84",8,04/21/2021,04/22/2021,1,-1,0.62%,30,Completed
PO-01077,09/14/2021,SUP-068,CAT-14,BU-06,CON-0110,227,"$3,462.38","$785,961.03",34,10/16/2021,10/18/2021,1,-2,11.44%,90,Completed
PO-01078,01/23/2021,SUP-049,CAT-04,BU-03,CON-0019,141,"$1,402.87","$197,804.84",14,02/04/2021,02/06/2021,1,-2,3.66%,30,Completed
PO-01079,02/01/2021,SUP-073,CAT-06,BU-04,CON-0029,200,"$7,057.56","$1,411,512.84",11,02/12/2021,02/12/2021,1,0,0.06%,90,Completed
PO-01080,06/15/2021,SUP-055,CAT-13,BU-02,CON-0096,134,"$9,679.65","$1,297,072.81",22,07/05/2021,07/07/2021,1,-2,6.98%,30,Completed
PO-01081,08/20/2021,SUP-068,CAT-12,BU-04,,390,$753.74,"$293,956.83",22,09/09/2021,09/11/2021,1,-2,4.11%,90,Completed
PO-01082,04/02/2021,SUP-033,CAT-14,BU-02,CON-0110,440,"$1,606.81","$706,996.21",8,04/08/2021,04/10/2021,1,-2,0.69%,60,Completed
PO-01083,06/17/2021,SUP-009,CAT-15,BU-04,CON-0112,447,$260.98,"$116,658.76",45,08/07/2021,08/01/2021,0,6,6.46%,90,Completed
PO-01084,08/14/2021,SUP-022,CAT-02,BU-04,,40,"$12,036.11","$481,444.22",17,09/09/2021,08/31/2021,0,9,12.81%,90,Completed
PO-01085,08/04/2021,SUP-060,CAT-06,BU-06,CON-0029,403,"$4,088.35","$1,647,606.29",7,08/09/2021,08/11/2021,1,-2,6.36%,60,Completed
PO-01086,08/01/2021,SUP-065,CAT-01,BU-01,CON-0064,68,"$2,121.64","$144,271.71",5,08/05/2021,08/06/2021,1,-1,1.72%,90,Completed
PO-01087,02/08/2021,SUP-059,CAT-14,BU-03,CON-0033,22,"$12,955.73","$285,026.01",9,02/22/2021,02/17/2021,0,5,1.00%,60,Completed
PO-01088,03/26/2021,SUP-063,CAT-14,BU-07,CON-0110,332,"$4,032.38","$1,338,749.41",23,04/18/2021,04/18/2021,1,0,6.26%,60,Completed
PO-01089,03/14/2021,SUP-022,CAT-12,BU-08,,432,$711.40,"$307,325.81",24,04/07/2021,04/07/2021,1,0,7.59%,90,Completed
PO-01090,08/01/2021,SUP-041,CAT-09,BU-08,,327,$42.35,"$13,849.97",39,09/07/2021,09/09/2021,1,-2,10.79%,60,Completed
PO-01091,04/08/2021,SUP-019,CAT-04,BU-01,CON-0086,365,$615.75,"$224,748.36",9,04/15/2021,04/17/2021,1,-2,1.39%,90,Completed
PO-01092,01/02/2021,SUP-032,CAT-05,BU-03,,28,"$4,957.08","$138,798.28",7,01/09/2021,01/09/2021,1,0,2.66%,60,Completed
PO-01093,08/03/2021,SUP-077,CAT-15,BU-05,CON-0112,434,$29.73,"$12,902.26",22,08/24/2021,08/25/2021,1,-1,2.35%,60,Completed
PO-01094,10/06/2021,SUP-002,CAT-13,BU-02,,13,"$277,946.47","$3,613,304.11",10,10/15/2021,10/16/2021,1,-1,0.07%,30,Completed
PO-01095,09/26/2021,SUP-079,CAT-12,BU-08,,411,$254.74,"$104,697.95",31,10/27/2021,10/27/2021,1,0,12.10%,90,Completed
PO-01096,03/17/2021,SUP-005,CAT-14,BU-02,CON-0033,339,"$4,137.98","$1,402,773.99",13,03/29/2021,03/30/2021,1,-1,0.43%,30,Completed
PO-01097,08/07/2021,SUP-012,CAT-10,BU-07,,69,"$8,223.77","$567,440.19",5,08/10/2021,08/12/2021,1,-2,1.25%,60,Completed
PO-01098,02/05/2021,SUP-055,CAT-07,BU-05,CON-0009,136,"$1,520.53","$206,792.28",30,03/04/2021,03/07/2021,1,-3,2.53%,30,Completed
PO-01099,06/06/2021,SUP-064,CAT-14,BU-02,,316,"$2,267.18","$716,429.11",30,07/22/2021,07/06/2021,0,16,7.69%,30,Completed
PO-01100,07/18/2021,SUP-071,CAT-06,BU-06,CON-0069,428,"$3,802.47","$1,627,456.55",29,08/15/2021,08/16/2021,1,-1,6.64%,60,Completed
PO-01101,12/08/2022,SUP-029,CAT-01,BU-01,CON-0056,256,"$2,614.39","$669,284.80",13,12/23/2022,12/21/2022,0,2,2.86%,30,Completed
PO-01102,05/28/2022,SUP-033,CAT-01,BU-02,CON-0040,490,"$3,359.29","$1,646,051.62",5,05/31/2022,06/02/2022,1,-2,2.78%,60,Completed
PO-01103,09/17/2022,SUP-047,CAT-14,BU-07,CON-0110,125,"$6,763.91","$845,488.60",12,09/26/2022,09/29/2022,1,-3,6.42%,90,Completed
PO-01104,03/02/2022,SUP-056,CAT-14,BU-07,CON-0033,171,"$3,691.12","$631,182.04",7,03/07/2022,03/09/2022,1,-2,1.46%,60,Completed
PO-01105,03/13/2022,SUP-076,CAT-14,BU-04,CON-0033,85,"$5,311.44","$451,472.13",25,04/06/2022,04/07/2022,1,-1,10.12%,90,Completed
PO-01106,09/04/2022,SUP-011,CAT-13,BU-02,CON-0025,460,"$2,000.48","$920,221.99",9,09/18/2022,09/13/2022,0,5,7.94%,90,Cancelled
PO-01107,01/06/2022,SUP-005,CAT-15,BU-03,,471,$349.12,"$164,433.32",15,01/18/2022,01/21/2022,1,-3,0.12%,30,Completed
PO-01108,09/11/2022,SUP-013,CAT-05,BU-01,CON-0071,421,$341.70,"$143,855.85",5,09/16/2022,09/16/2022,1,0,2.47%,60,Completed
PO-01109,10/09/2022,SUP-076,CAT-04,BU-05,CON-0062,34,"$19,130.97","$650,452.98",29,11/16/2022,11/07/2022,0,9,4.89%,90,Completed
PO-01110,10/17/2022,SUP-013,CAT-01,BU-08,CON-0104,174,"$3,363.13","$585,184.81",12,10/29/2022,10/29/2022,1,0,2.43%,60,Completed
PO-01111,08/17/2022,SUP-040,CAT-10,BU-05,CON-0093,407,$469.13,"$190,935.73",15,08/31/2022,09/01/2022,1,-1,0.63%,30,Completed
PO-01112,01/23/2022,SUP-020,CAT-04,BU-01,,56,"$8,358.89","$468,098.00",21,02/10/2022,02/13/2022,1,-3,2.98%,30,Completed
PO-01113,01/11/2022,SUP-075,CAT-08,BU-04,CON-0078,343,$728.95,"$250,029.52",28,02/07/2022,02/08/2022,1,-1,7.56%,90,Completed
PO-01114,04/16/2022,SUP-005,CAT-10,BU-06,,437,"$1,159.55","$506,725.26",14,04/28/2022,04/30/2022,1,-2,2.44%,30,Completed
PO-01115,03/13/2022,SUP-042,CAT-05,BU-08,,217,$234.27,"$50,835.88",36,04/16/2022,04/18/2022,1,-2,3.09%,60,Completed
PO-01116,09/09/2022,SUP-054,CAT-01,BU-02,CON-0056,123,"$2,673.17","$328,799.74",23,10/01/2022,10/02/2022,1,-1,7.35%,60,Completed
PO-01117,11/14/2022,SUP-005,CAT-14,BU-01,CON-0099,2,"$587,068.84","$1,174,137.67",3,11/15/2022,11/17/2022,1,-2,0.63%,30,Completed
PO-01118,08/22/2022,SUP-065,CAT-10,BU-05,CON-0113,314,"$1,381.74","$433,865.93",5,08/24/2022,08/27/2022,1,-3,1.36%,90,Completed
PO-01119,11/18/2022,SUP-038,CAT-03,BU-08,,322,$320.73,"$103,274.59",14,12/02/2022,12/02/2022,1,0,2.79%,90,Completed
PO-01120,01/20/2022,SUP-074,CAT-04,BU-04,CON-0086,457,$428.03,"$195,607.70",12,01/30/2022,02/01/2022,1,-2,2.01%,60,Completed
PO-01121,09/13/2022,SUP-034,CAT-01,BU-01,CON-0004,123,"$3,805.64","$468,093.98",8,09/18/2022,09/21/2022,1,-3,2.88%,60,Completed
PO-01122,07/09/2022,SUP-069,CAT-15,BU-07,,393,$430.42,"$169,156.25",27,08/25/2022,08/05/2022,0,20,5.64%,90,Completed
PO-01123,10/19/2022,SUP-028,CAT-09,BU-05,CON-0055,372,$605.41,"$225,214.14",7,10/24/2022,10/26/2022,1,-2,0.04%,60,Completed
PO-01124,01/11/2022,SUP-032,CAT-14,BU-08,,133,"$1,738.35","$231,201.07",4,01/14/2022,01/15/2022,1,-1,1.25%,60,Completed
PO-01125,07/07/2022,SUP-021,CAT-01,BU-06,,278,"$6,514.79","$1,811,111.47",29,08/02/2022,08/05/2022,1,-3,1.53%,30,Completed
PO-01126,01/04/2022,SUP-001,CAT-14,BU-04,,139,"$8,144.76","$1,132,121.49",4,01/08/2022,01/08/2022,1,0,1.01%,90,Completed
PO-01127,08/27/2022,SUP-069,CAT-14,BU-08,CON-0110,43,"$22,980.49","$988,161.11",18,09/26/2022,09/14/2022,0,12,2.23%,90,Completed
PO-01128,11/18/2022,SUP-033,CAT-10,BU-01,CON-0093,176,"$2,461.53","$433,229.51",4,11/20/2022,11/22/2022,1,-2,1.44%,60,Completed
PO-01129,07/21/2022,SUP-045,CAT-07,BU-01,,54,"$2,961.96","$159,945.59",14,08/04/2022,08/04/2022,1,0,0.64%,90,Completed
PO-01130,04/21/2022,SUP-062,CAT-07,BU-02,CON-0009,400,$815.60,"$326,238.27",22,05/13/2022,05/13/2022,1,0,3.71%,60,Completed
PO-01131,09/07/2022,SUP-006,CAT-10,BU-01,CON-0013,191,"$15,577.89","$2,975,376.98",35,10/09/2022,10/12/2022,1,-3,14.64%,90,Completed
PO-01132,11/03/2022,SUP-018,CAT-07,BU-02,CON-0065,243,"$1,237.43","$300,696.37",30,12/02/2022,12/03/2022,1,-1,4.44%,90,Completed
PO-01133,07/26/2022,SUP-041,CAT-12,BU-04,,440,$547.74,"$241,004.50",18,08/12/2022,08/13/2022,1,-1,10.98%,60,Completed
PO-01134,07/23/2022,SUP-034,CAT-13,BU-07,CON-0085,39,"$45,563.70","$1,776,984.49",10,08/02/2022,08/02/2022,1,0,0.93%,60,Completed
PO-01135,03/01/2022,SUP-004,CAT-09,BU-05,CON-0079,269,$116.62,"$31,372.00",26,03/24/2022,03/27/2022,1,-3,3.54%,60,Pending
PO-01136,01/09/2022,SUP-043,CAT-06,BU-06,CON-0045,41,"$41,918.45","$1,718,656.28",14,01/22/2022,01/23/2022,1,-1,6.89%,90,Completed
PO-01137,06/18/2022,SUP-011,CAT-12,BU-05,CON-0020,477,$79.57,"$37,957.23",8,06/26/2022,06/26/2022,1,0,1.65%,90,Completed
PO-01138,12/24/2022,SUP-007,CAT-10,BU-03,,55,"$7,545.90","$415,024.70",43,02/05/2023,02/05/2023,1,0,12.71%,90,Completed
PO-01139,09/04/2022,SUP-034,CAT-09,BU-03,CON-0079,172,"$1,307.01","$224,805.89",4,09/05/2022,09/08/2022,1,-3,1.89%,60,Cancelled
PO-01140,08/07/2022,SUP-017,CAT-01,BU-03,CON-0104,3,"$337,564.18","$1,012,692.54",28,09/03/2022,09/04/2022,1,-1,5.04%,60,Completed
PO-01141,03/27/2022,SUP-025,CAT-06,BU-08,CON-0029,199,"$6,562.67","$1,305,971.55",21,04/27/2022,04/17/2022,0,10,7.13%,90,Completed
PO-01142,06/19/2022,SUP-053,CAT-01,BU-05,,362,"$3,355.09","$1,214,541.13",28,07/17/2022,07/17/2022,1,0,3.02%,30,Pending
PO-01143,02/19/2022,SUP-025,CAT-04,BU-05,CON-0086,62,"$2,690.60","$166,817.43",45,04/10/2022,04/05/2022,0,5,11.53%,90,Completed
PO-01144,12/08/2022,SUP-006,CAT-06,BU-02,CON-0045,58,"$48,491.54","$2,812,509.05",33,01/08/2023,01/10/2023,1,-2,11.61%,90,Completed
PO-01145,06/01/2022,SUP-053,CAT-03,BU-02,,332,$408.07,"$135,478.70",40,07/10/2022,07/11/2022,1,-1,6.90%,30,Completed
PO-01146,08/22/2022,SUP-067,CAT-04,BU-05,CON-0062,200,"$3,349.20","$669,840.41",7,08/27/2022,08/29/2022,1,-2,1.47%,30,Completed
PO-01147,02/14/2022,SUP-007,CAT-09,BU-05,,31,"$52,706.32","$1,633,895.93",38,03/23/2022,03/24/2022,1,-1,5.45%,90,Pending
PO-01148,01/10/2022,SUP-019,CAT-01,BU-05,,272,"$40,398.81","$10,988,477.59",3,01/12/2022,01/13/2022,1,-1,0.91%,90,Completed
PO-01149,03/07/2022,SUP-036,CAT-01,BU-08,CON-0064,464,$758.73,"$352,050.11",19,03/24/2022,03/26/2022,1,-2,10.74%,60,Completed
PO-01150,01/18/2022,SUP-066,CAT-06,BU-03,,354,"$6,190.97","$2,191,603.74",10,01/27/2022,01/28/2022,1,-1,6.22%,30,Cancelled
PO-01151,10/19/2022,SUP-014,CAT-10,BU-04,CON-0093,343,"$1,038.63","$356,250.96",10,10/27/2022,10/29/2022,1,-2,1.88%,90,Completed
PO-01152,07/01/2022,SUP-020,CAT-05,BU-01,CON-0115,175,$646.40,"$113,120.31",7,07/06/2022,07/08/2022,1,-2,1.76%,30,Completed
PO-01153,11/25/2022,SUP-055,CAT-06,BU-05,CON-0045,343,"$5,090.89","$1,746,173.60",26,12/20/2022,12/21/2022,1,-1,1.67%,30,Completed
PO-01154,01/07/2022,SUP-032,CAT-12,BU-06,,124,$840.90,"$104,271.23",10,01/15/2022,01/17/2022,1,-2,1.29%,60,Completed
PO-01155,02/23/2022,SUP-010,CAT-06,BU-02,CON-0029,105,"$7,121.44","$747,751.22",9,03/01/2022,03/04/2022,1,-3,0.31%,90,Completed
PO-01156,07/18/2022,SUP-057,CAT-14,BU-03,,19,"$18,436.04","$350,284.73",6,07/24/2022,07/24/2022,1,0,0.36%,30,Completed
PO-01157,06/19/2022,SUP-058,CAT-13,BU-04,,48,"$93,639.18","$4,494,680.84",15,07/22/2022,07/04/2022,0,18,6.22%,90,Completed
PO-01158,12/08/2022,SUP-006,CAT-02,BU-08,CON-0107,374,$259.85,"$97,184.70",15,01/08/2023,12/23/2022,0,16,12.80%,90,Completed
PO-01159,03/14/2022,SUP-043,CAT-06,BU-02,,143,"$12,145.82","$1,736,852.57",7,03/20/2022,03/21/2022,1,-1,7.54%,90,Completed
PO-01160,05/18/2022,SUP-022,CAT-07,BU-01,CON-0009,422,$625.08,"$263,785.06",20,06/04/2022,06/07/2022,1,-3,11.79%,90,Completed
PO-01161,11/07/2022,SUP-026,CAT-13,BU-03,,317,"$1,512.16","$479,356.02",11,11/16/2022,11/18/2022,1,-2,3.57%,30,Completed
PO-01162,07/25/2022,SUP-039,CAT-05,BU-07,,243,$56.59,"$13,750.33",19,08/12/2022,08/13/2022,1,-1,1.25%,30,Completed
PO-01163,10/27/2022,SUP-054,CAT-15,BU-02,,223,"$1,421.90","$317,082.96",14,11/08/2022,11/10/2022,1,-2,2.86%,60,Completed
PO-01164,10/18/2022,SUP-068,CAT-01,BU-06,CON-0040,339,"$4,767.93","$1,616,327.48",33,11/20/2022,11/20/2022,1,0,8.10%,90,Completed
PO-01165,08/26/2022,SUP-057,CAT-01,BU-05,CON-0095,396,"$1,145.49","$453,614.98",15,09/10/2022,09/10/2022,1,0,0.89%,30,Completed
PO-01166,03/15/2022,SUP-012,CAT-01,BU-02,CON-0004,359,"$4,882.00","$1,752,637.01",10,03/29/2022,03/25/2022,0,4,1.68%,60,Completed
PO-01167,07/21/2022,SUP-075,CAT-13,BU-03,,410,"$2,515.22","$1,031,240.99",11,07/29/2022,08/01/2022,1,-3,4.56%,90,Completed
PO-01168,02/03/2022,SUP-031,CAT-06,BU-02,CON-0105,282,"$1,277.17","$360,162.49",4,02/04/2022,02/07/2022,1,-3,1.28%,30,Completed
PO-01169,06/07/2022,SUP-018,CAT-06,BU-04,CON-0029,37,"$42,005.37","$1,554,198.52",28,07/23/2022,07/05/2022,0,18,3.96%,90,Completed
PO-01170,02/15/2022,SUP-022,CAT-07,BU-05,CON-0036,400,$64.35,"$25,741.77",15,03/03/2022,03/02/2022,0,1,13.35%,90,Completed
PO-01171,09/03/2022,SUP-042,CAT-01,BU-03,CON-0104,98,"$11,803.67","$1,156,759.48",30,10/07/2022,10/03/2022,0,4,8.27%,60,Completed
PO-01172,01/21/2022,SUP-048,CAT-06,BU-01,CON-0029,161,"$13,170.44","$2,120,441.55",19,02/08/2022,02/09/2022,1,-1,6.27%,30,Completed
PO-01173,12/03/2022,SUP-070,CAT-12,BU-03,CON-0091,394,$229.69,"$90,495.92",9,12/11/2022,12/12/2022,1,-1,4.51%,30,Completed
PO-01174,08/11/2022,SUP-049,CAT-06,BU-08,,2,"$7,254,493.98","$14,508,987.97",28,09/06/2022,09/08/2022,1,-2,3.65%,30,Completed
PO-01175,07/03/2022,SUP-047,CAT-01,BU-05,CON-0064,212,"$3,599.31","$763,053.34",11,07/31/2022,07/14/2022,0,17,2.59%,90,Completed
PO-01176,08/22/2022,SUP-007,CAT-14,BU-06,CON-0033,22,"$52,406.40","$1,152,940.91",32,10/09/2022,09/23/2022,0,16,3.64%,90,Completed
PO-01177,08/14/2022,SUP-078,CAT-14,BU-08,CON-0023,488,"$2,325.76","$1,134,972.87",23,09/03/2022,09/06/2022,1,-3,1.42%,30,Completed
PO-01178,09/04/2022,SUP-051,CAT-01,BU-05,CON-0004,379,"$4,571.33","$1,732,535.55",15,09/18/2022,09/19/2022,1,-1,14.55%,30,Completed
PO-01179,11/18/2022,SUP-061,CAT-01,BU-08,CON-0040,392,"$2,612.25","$1,024,003.01",13,11/28/2022,12/01/2022,1,-3,3.80%,60,Completed
PO-01180,07/22/2022,SUP-009,CAT-02,BU-03,CON-0107,268,"$1,250.27","$335,072.82",33,09/03/2022,08/24/2022,0,10,7.89%,90,Completed
PO-01181,01/08/2022,SUP-054,CAT-07,BU-03,,110,"$2,594.74","$285,421.66",10,01/17/2022,01/18/2022,1,-1,1.58%,60,Completed
PO-01182,03/27/2022,SUP-050,CAT-09,BU-05,CON-0079,385,$260.98,"$100,476.60",18,04/11/2022,04/14/2022,1,-3,2.31%,90,Completed
PO-01183,07/24/2022,SUP-048,CAT-01,BU-06,CON-0040,467,"$1,294.13","$604,359.55",30,08/20/2022,08/23/2022,1,-3,4.29%,30,Completed
PO-01184,02/26/2022,SUP-036,CAT-10,BU-05,CON-0113,396,$575.14,"$227,754.01",22,04/01/2022,03/20/2022,0,12,5.90%,60,Completed
PO-01185,04/17/2022,SUP-023,CAT-13,BU-05,CON-0044,32,"$73,828.40","$2,362,508.85",12,04/26/2022,04/29/2022,1,-3,0.87%,90,Completed
PO-01186,08/28/2022,SUP-038,CAT-14,BU-04,,422,$835.39,"$352,535.03",7,09/03/2022,09/04/2022,1,-1,1.76%,90,Completed
PO-01187,08/04/2022,SUP-051,CAT-07,BU-04,CON-0009,233,$206.82,"$48,187.94",31,09/01/2022,09/04/2022,1,-3,9.53%,30,Completed
PO-01188,08/07/2022,SUP-031,CAT-04,BU-02,CON-0062,330,"$1,203.20","$397,057.56",7,08/16/2022,08/14/2022,0,2,2.65%,30,Completed
PO-01189,04/24/2022,SUP-010,CAT-13,BU-02,CON-0096,200,"$18,627.80","$3,725,560.39",3,04/27/2022,04/27/2022,1,0,2.34%,90,Completed
PO-01190,06/17/2022,SUP-002,CAT-13,BU-01,CON-0044,16,"$250,877.34","$4,014,037.37",11,06/28/2022,06/28/2022,1,0,0.34%,30,Pending
PO-01191,10/20/2022,SUP-068,CAT-14,BU-01,,360,"$1,608.98","$579,231.12",30,11/18/2022,11/19/2022,1,-1,12.88%,90,Completed
PO-01192,11/24/2022,SUP-054,CAT-07,BU-01,CON-0065,406,$232.43,"$94,368.52",18,12/09/2022,12/12/2022,1,-3,1.53%,60,Completed
PO-01193,04/26/2022,SUP-016,CAT-10,BU-05,,272,$506.91,"$137,879.08",30,05/23/2022,05/26/2022,1,-3,10.04%,90,Completed
PO-01194,04/14/2022,SUP-025,CAT-10,BU-03,CON-0037,259,"$1,590.38","$411,908.78",19,05/03/2022,05/03/2022,1,0,6.30%,90,Completed
PO-01195,08/03/2022,SUP-012,CAT-13,BU-05,CON-0085,482,"$1,658.97","$799,622.44",13,08/15/2022,08/16/2022,1,-1,1.89%,60,Completed
PO-01196,04/11/2022,SUP-031,CAT-02,BU-08,CON-0101,24,"$9,255.67","$222,136.14",10,04/18/2022,04/21/2022,1,-3,2.24%,30,Completed
PO-01197,05/28/2022,SUP-003,CAT-02,BU-01,CON-0003,200,"$1,308.32","$261,663.60",19,06/19/2022,06/16/2022,0,3,6.73%,60,Completed
PO-01198,11/13/2022,SUP-020,CAT-06,BU-08,,488,"$5,619.73","$2,742,426.77",12,11/24/2022,11/25/2022,1,-1,7.28%,30,Completed
PO-01199,02/27/2022,SUP-056,CAT-01,BU-03,CON-0004,218,"$4,434.53","$966,726.61",14,03/11/2022,03/13/2022,1,-2,1.86%,60,Completed
PO-01200,08/27/2022,SUP-034,CAT-12,BU-05,CON-0091,284,$148.90,"$42,287.77",2,08/29/2022,08/29/2022,1,0,2.34%,60,Completed
PO-01201,04/08/2022,SUP-062,CAT-01,BU-03,CON-0004,371,"$1,322.62","$490,693.59",10,04/17/2022,04/18/2022,1,-1,4.16%,60,Completed
PO-01202,05/20/2022,SUP-007,CAT-05,BU-06,CON-0115,147,$710.06,"$104,379.34",33,06/19/2022,06/22/2022,1,-3,11.58%,90,Completed
PO-01203,08/09/2022,SUP-075,CAT-11,BU-03,,483,$60.85,"$29,389.44",27,09/05/2022,09/05/2022,1,0,7.09%,90,Completed
PO-01204,04/27/2022,SUP-071,CAT-04,BU-08,,402,"$1,042.77","$419,191.95",18,05/13/2022,05/15/2022,1,-2,2.03%,60,Completed
PO-01205,12/10/2022,SUP-003,CAT-08,BU-05,CON-0028,56,"$9,924.79","$555,788.37",12,12/30/2022,12/22/2022,0,8,3.06%,60,Pending
PO-01206,08/14/2022,SUP-052,CAT-02,BU-01,,243,"$1,420.63","$345,212.29",19,08/30/2022,09/02/2022,1,-3,8.49%,30,Completed
PO-01207,06/01/2022,SUP-057,CAT-01,BU-03,CON-0064,117,"$9,495.86","$1,111,015.72",10,06/10/2022,06/11/2022,1,-1,2.01%,30,Completed
PO-01208,07/12/2022,SUP-032,CAT-15,BU-03,CON-0047,424,$384.42,"$162,993.98",2,07/14/2022,07/14/2022,1,0,2.66%,60,Pending
PO-01209,05/05/2022,SUP-073,CAT-01,BU-07,CON-0040,279,"$2,928.27","$816,986.17",12,05/16/2022,05/17/2022,1,-1,0.28%,90,Completed
PO-01210,01/19/2022,SUP-049,CAT-06,BU-06,CON-0029,288,"$9,357.74","$2,695,028.04",22,02/14/2022,02/10/2022,0,4,5.70%,30,Completed
PO-01211,02/05/2022,SUP-025,CAT-01,BU-06,CON-0004,137,"$3,832.78","$525,091.13",27,03/02/2022,03/04/2022,1,-2,10.05%,90,Completed
PO-01212,09/28/2022,SUP-066,CAT-08,BU-05,CON-0008,85,"$5,885.65","$500,280.19",22,10/17/2022,10/20/2022,1,-3,1.05%,30,Completed
PO-01213,03/14/2022,SUP-077,CAT-14,BU-07,CON-0110,391,"$4,658.46","$1,821,456.90",19,03/30/2022,04/02/2022,1,-3,1.57%,60,Completed
PO-01214,02/20/2022,SUP-043,CAT-15,BU-01,,314,$55.34,"$17,378.10",27,03/18/2022,03/19/2022,1,-1,5.41%,90,Pending
PO-01215,04/24/2022,SUP-042,CAT-14,BU-01,CON-0033,447,"$2,823.99","$1,262,321.80",33,06/10/2022,05/27/2022,0,14,10.52%,60,Pending
PO-01216,07/12/2022,SUP-029,CAT-14,BU-05,,307,"$4,262.18","$1,308,488.77",6,07/15/2022,07/18/2022,1,-3,2.14%,30,Completed
PO-01217,12/05/2022,SUP-052,CAT-04,BU-07,CON-0062,48,"$5,968.33","$286,479.95",38,01/28/2023,01/12/2023,0,16,14.07%,30,Completed
PO-01218,12/06/2022,SUP-073,CAT-06,BU-02,CON-0061,346,$465.24,"$160,973.52",10,12/14/2022,12/16/2022,1,-2,0.60%,90,Completed
PO-01219,05/03/2022,SUP-017,CAT-06,BU-06,CON-0029,206,"$3,238.10","$667,047.98",10,05/10/2022,05/13/2022,1,-3,4.25%,60,Completed
PO-01220,07/06/2022,SUP-014,CAT-02,BU-02,CON-0003,217,$904.48,"$196,272.74",5,07/10/2022,07/11/2022,1,-1,0.40%,90,Completed
PO-01221,07/19/2022,SUP-045,CAT-10,BU-07,,152,"$8,194.75","$1,245,601.31",6,07/22/2022,07/25/2022,1,-3,2.18%,90,Completed
